character,pinyin,grade,unit,tts_hint,common_words,image_path
鹤,hè,2,1,白鹤的鹤,"白鹤,丹顶鹤,鹤立鸡群",/static/images/鹤.png
鸽,gē,2,1,鸽子的鸽,"鸽子,信鸽,鸽笼",/static/images/鸽.png
羚,líng,2,1,羚羊的羚,"羚羊,羚牛,羚羊角",/static/images/羚.png
蚯,qiū,2,1,蚯蚓的蚯,"蚯蚓,蚯蚓虫,蚯蚓草",/static/images/蚯.png
蚓,yǐn,2,1,蚯蚓的蚓,"蚯蚓,蚯蚓虫,蚯蚓草",/static/images/蚓.png
螃,páng,2,1,螃蟹的螃,"螃蟹,螃虾,螃蟹",/static/images/螃.png
蟹,xiè,2,1,螃蟹的蟹,"螃蟹,蟹黄,蟹肉",/static/images/蟹.png
虾,xiā,2,1,虾仁的虾,"虾,虾仁,虾条",/static/images/虾.png
蚕,cán,2,1,蚕宝宝的蚕,"蚕宝宝,蚕茧,蚕丝",/static/images/蚕.png
莺,yīng,2,1,黄莺的莺,"黄莺,莺歌,莺啼",/static/images/莺.png
拂,fú,2,1,拂面的拂,"拂面,拂尘,拂袖",/static/images/拂.png
堤,dī,2,1,堤坝的堤,"堤坝,堤岸,堤防",/static/images/堤.png
柳,liǔ,2,1,柳树的柳,"柳树,柳絮,柳叶",/static/images/柳.png
醉,zuì,2,1,陶醉的醉,"陶醉,醉酒,醉心",/static/images/醉.png
咏,yǒng,2,1,咏叹的咏,"咏叹,歌咏,吟咏",/static/images/咏.png
妆,zhuāng,2,1,化妆的妆,"化妆,妆容",/static/images/妆.png
丝,sī,2,1,丝绸的丝,"丝,丝绸,丝带",/static/images/丝.png
绦,tāo,2,1,丝绦的绦,"丝绦,绦子",/static/images/绦.png
裁,cái,2,1,裁剪的裁,"裁剪,裁缝,裁衣",/static/images/裁.png
剪,jiǎn,2,1,剪刀的剪,"剪刀,剪纸,剪辑",/static/images/剪.png
脱,tuō,2,1,脱掉的脱,"脱掉,脱衣,脱帽",/static/images/脱.png
袄,ǎo,2,1,棉袄的袄,棉袄,/static/images/袄.png
寻,xún,2,1,寻找的寻,"寻找,寻觅,探寻",/static/images/寻.png
羞,xiū,2,1,害羞的羞,"害羞,羞耻,羞愧",/static/images/羞.png
姑,gū,2,1,姑妈的姑,"姑妈,姑姑,姑娘",/static/images/姑.png
遮,zhē,2,1,遮住的遮,"遮住,遮蔽,遮盖",/static/images/遮.png
掩,yǎn,2,1,掩藏的掩,"掩藏,掩盖,掩护",/static/images/掩.png
探,tàn,2,1,探索的探,"探索,探险,探头",/static/images/探.png
嫩,nèn,2,1,嫩芽的嫩,"嫩芽,嫩叶,嫩豆腐",/static/images/嫩.png
符,fú,2,1,符号的符,"符号,符合,符号表",/static/images/符.png
解,jiě,2,1,解开的解,"解开,解释,解决",/static/images/解.png
触,chù,2,1,触电的触,"触电,接触,感触",/static/images/触.png
杜,dù,2,1,杜牧的杜,"杜牧,杜鹃,杜康",/static/images/杜.png
鹃,juān,2,1,杜鹃的鹃,"杜鹃,杜鹃花,杜鹃啼",/static/images/鹃.png
邮,yóu,2,1,邮局的邮,"邮局,邮寄,邮递",/static/images/邮.png
递,dì,2,1,传递的递,"传递,快递,递增",/static/images/递.png
裹,guǒ,2,1,裹脚的裹,"裹脚,裹胸,裹脚布",/static/images/裹.png
寄,jì,2,1,邮寄的寄,"寄,邮寄,寄托",/static/images/寄.png
局,jú,2,1,局长的局,"局长,局面,局限",/static/images/局.png
堆,duī,2,1,堆放的堆,"堆放,堆积,堆砌",/static/images/堆.png
破,pò,2,1,破坏的破,"破,破坏,破坏力",/static/images/破.png
漏,lòu,2,1,漏水的漏,"漏水,漏网,漏掉",/static/images/漏.png
懊,ào,2,1,懊悔的懊,"懊悔,懊恼,懊丧",/static/images/懊.png
丧,sàng,2,1,丧失的丧,"丧失,丧命",/static/images/丧.png
猬,wèi,2,1,刺猬的猬,刺猬,/static/images/猬.png
绚,xuàn,2,1,绚丽的绚,"绚丽,绚烂,绚彩",/static/images/绚.png
籽,zǐ,2,1,籽粒的籽,"籽粒,籽实",/static/images/籽.png
礼,lǐ,2,1,礼貌的礼,"礼貌,礼物,礼仪",/static/images/礼.png
邓,dèng,2,1,邓丽君的邓,"邓,邓丽君,邓亚萍",/static/images/邓.png
坛,tán,2,1,花坛的坛,"花坛,神坛,坛子",/static/images/坛.png
龄,líng,2,1,年龄的龄,"年龄,龄童,龄段",/static/images/龄.png
格,gé,2,1,格子的格,"格子,格局,格式",/static/images/格.png
握,wò,2,1,握手的握,"握手,把握,握紧",/static/images/握.png
致,zhì,2,1,致辞的致,"致辞,致命,致谢",/static/images/致.png
勃,bó,2,1,勃发的勃,"勃勃,勃发,勃然",/static/images/勃.png
挖,wā,2,1,挖掘的挖,"挖,挖掘,挖苦",/static/images/挖.png
选,xuǎn,2,1,选择的选,"选择,挑选,选手",/static/images/选.png
茁,zhuó,2,1,茁壮的茁,"茁壮,茂茁,茁壮成长",/static/images/茁.png
移,yí,2,1,移动的移,"移动,移植,移步",/static/images/移.png
挥,huī,2,1,挥手的挥,"挥手,挥舞,挥霍",/static/images/挥.png
填,tián,2,1,填空的填,"填空,填写,填充",/static/images/填.png
扶,fú,2,1,扶手的扶,"扶手,扶持,扶植",/static/images/扶.png
曾,céng,2,1,曾经的曾,"曾经,曾经来过,曾经有",/static/images/曾.png
蒙,méng,2,1,蒙蔽的蒙,"蒙蒙,蒙蔽,蒙骗",/static/images/蒙.png
泞,nìng,2,1,泥泞的泞,"泥泞,泥泞路,泥泞地",/static/images/泞.png
顺,shùn,2,1,顺风的顺,"顺风,顺利,顺从",/static/images/顺.png
迈,mài,2,1,迈步的迈,"迈步,迈入,迈出",/static/images/迈.png
踏,tà,2,1,踏实的踏,"踏实,踏步,踏青",/static/images/踏.png
荆,jīng,2,1,荆条的荆,"荆条,荆棘,荆轲",/static/images/荆.png
棘,jí,2,1,棘手的棘,"棘手,荆棘,棘轮",/static/images/棘.png
瓣,bàn,2,1,花瓣的瓣,"花瓣,花瓣儿,瓣膜",/static/images/瓣.png
莹,yíng,2,1,晶莹的莹,"晶莹,晶莹剔透,莹白",/static/images/莹.png
觅,mì,2,1,觅食的觅,"觅食,寻觅,觅得",/static/images/觅.png
需,xū,2,1,需要的需,"需要,需求,需用",/static/images/需.png
献,xiàn,2,1,献出的献,"献出,贡献,奉献",/static/images/献.png
糕,gāo,2,1,糕点的糕,"糕点,蛋糕,年糕",/static/images/糕.png
特,tè,2,1,特别的特,"特别,特色,特殊",/static/images/特.png
嘛,ma,2,1,嘛呢的嘛,"嘛,嘛呢,嘛事",/static/images/嘛.png
买,mǎi,2,1,购买的买,"买,购买,买卖",/static/images/买.png
粉,fěn,2,1,粉笔的粉,"粉笔,面粉,粉丝",/static/images/粉.png
糖,táng,2,1,糖果的糖,"糖果,白糖,红糖",/static/images/糖.png
蔗,zhè,2,1,蔗糖的蔗,"蔗糖,甘蔗,蔗汁",/static/images/蔗.png
汁,zhī,2,1,汁液的汁,"汁液,果汁,菜汁",/static/images/汁.png
菜,cài,2,1,白菜的菜,"菜,白菜,青菜",/static/images/菜.png
熬,áo,2,1,熬粥的熬,"熬粥,熬夜,熬汤",/static/images/熬.png
算,suàn,2,1,算数的算,"算数,计算,算盘",/static/images/算.png
销,xiāo,2,1,销售的销,"销售,销毁,销魂",/static/images/销.png
劳,láo,2,1,劳动的劳,"劳动,劳作,劳苦",/static/images/劳.png
确,què,2,1,确实的确,"确实,正确,确定",/static/images/确.png
应,yīng,2,1,应该的应,"应该,答应,回应",/static/images/应.png
郊,jiāo,2,1,郊外的郊,"郊外,郊游,郊野",/static/images/郊.png
泛,fàn,2,1,泛滥的泛,"泛泛,泛滥,泛起",/static/images/泛.png
波,bō,2,1,波涛的波,"波涛,波浪,波纹",/static/images/波.png
纹,wén,2,1,纹身的纹,"纹身,波纹,纹理",/static/images/纹.png
葱,cōng,2,1,葱白的葱,"葱,葱白,葱绿",/static/images/葱.png
软,ruǎn,2,1,柔软的软,"软软的,柔软,软糖",/static/images/软.png
毯,tǎn,2,1,毛毯的毯,"毛毯,地毯,毛毯子",/static/images/毯.png
异,yì,2,1,异同的异,"异同,奇异,异乡",/static/images/异.png
恋,liàn,2,1,留恋的恋,"恋恋,恋爱,留恋",/static/images/恋.png
舍,shě,2,1,宿舍的舍,"宿舍,舍弃,舍友",/static/images/舍.png
求,qiú,2,1,要求的求,"要求,请求,求职",/static/images/求.png
株,zhū,2,1,树株的株,"株,树株,株连",/static/images/株.png
拾,shí,2,1,拾起的拾,"拾起,拾金,拾级",/static/images/拾.png
骑,qí,2,1,骑车的骑,"骑,骑车,骑马",/static/images/骑.png
跨,kuà,2,1,跨步的跨,"跨步,跨越,跨国",/static/images/跨.png
亭,tíng,2,1,亭子的亭,"亭子,亭台,亭阁",/static/images/亭.png
咨,zī,2,1,咨询的咨,"咨询,咨询台,咨询处",/static/images/咨.png
询,xún,2,1,询问的询,"询问,咨询,询价",/static/images/询.png
剧,jù,2,1,剧本的剧,"剧本,剧烈,剧场",/static/images/剧.png
管,guǎn,2,1,管子的管,"管子,管理,管道",/static/images/管.png
理,lǐ,2,1,道理的理,"道理,理解,整理",/static/images/理.png
宝,bǎo,2,1,宝贝的宝,"宝贝,宝藏,宝贵",/static/images/宝.png
塔,tǎ,2,1,宝塔的塔,"宝塔,灯塔,电视塔",/static/images/塔.png
餐,cān,2,1,餐点的餐,"餐点,餐馆,早餐",/static/images/餐.png
厅,tīng,2,1,客厅的厅,"客厅,大厅,会客厅",/static/images/厅.png
程,chéng,2,1,程序的程,"程序,进程,程式",/static/images/程.png
魔,mó,2,1,魔法的魔,"魔法,魔术,魔杖",/static/images/魔.png
术,shù,2,1,技术的术,"技术,美术,魔术",/static/images/术.png
建,jiàn,2,1,建设的建,"建设,建立,建筑",/static/images/建.png
筑,zhù,2,1,建筑的筑,"建筑,筑路,筑巢",/static/images/筑.png
演,yǎn,2,1,演出的演,"演出,演员,演绎",/static/images/演.png
营,yíng,2,1,营地的营,"营地,营业,营业额",/static/images/营.png
务,wù,2,1,事务的务,"事务,职务,义务",/static/images/务.png
判,pàn,2,1,判断的判,"判断,裁判,判决",/static/images/判.png
饲,sì,2,1,饲养的饲,"饲养,饲料,饲养员",/static/images/饲.png
养,yǎng,2,1,养鸡的养,"养鸡,养花,养鱼",/static/images/养.png
州,zhōu,2,1,州长的州,"州长,九州,州府",/static/images/州.png
华,huá,2,1,中华的华,"中华,华丽,华山",/static/images/华.png
涌,yǒng,2,1,涌动的涌,"涌动,涌现,涌泉",/static/images/涌.png
峰,fēng,2,1,山峰的峰,"山峰,山峰岭,山峰林",/static/images/峰.png
耸,sǒng,2,1,高耸的耸,"高耸,耸立,耸肩",/static/images/耸.png
隔,gé,2,1,隔开的隔,"隔开,隔离,间隔",/static/images/隔.png
峡,xiá,2,1,三峡的峡,"三峡,峡谷,峡口",/static/images/峡.png
与,yǔ,2,1,与其的与,"给与,与其",/static/images/与.png
陆,lù,2,1,陆地的陆,"陆地,大陆,陆陆续续",/static/images/陆.png
谊,yì,2,1,友谊的谊,"友谊,亲谊,谊情",/static/images/谊.png
浓,nóng,2,1,浓绿的浓,"浓绿,浓雾,浓烈",/static/images/浓.png
齐,qí,2,1,整齐的齐,"整齐,齐心,齐声",/static/images/齐.png
奋,fèn,2,1,奋斗的奋,"奋斗,奋发,奋起",/static/images/奋.png
繁,fán,2,1,繁多的繁,"繁多,繁华,繁重",/static/images/繁.png
荣,róng,2,1,荣誉的荣,"荣誉,荣华,荣兴",/static/images/荣.png
传,chuán,2,1,传说的传,"传说,传播,传统",/static/images/传.png
统,tǒng,2,1,统一的统,"统一,统领,统一战线",/static/images/统.png
贴,tiē,2,1,贴画的贴,"贴画,粘贴,贴纸",/static/images/贴.png
宵,xiāo,2,1,元宵的宵,"元宵,宵夜,宵禁",/static/images/宵.png
巷,xiàng,2,1,小巷的巷,"小巷,巷道,巷子",/static/images/巷.png
祭,jì,2,1,祭拜的祭,"祭拜,祭祀,祭奠",/static/images/祭.png
舟,zhōu,2,1,舟船的舟,"舟船,扁舟",/static/images/舟.png
艾,ài,2,1,艾草的艾,"艾草,艾叶,艾绒",/static/images/艾.png
堂,táng,2,1,教堂的堂,"教堂,堂堂,堂皇",/static/images/堂.png
乞,qǐ,2,1,乞求的乞,"乞求,乞丐,乞怜",/static/images/乞.png
巧,qiǎo,2,1,巧手的巧,"巧手,巧妙,巧计",/static/images/巧.png
郎,láng,2,1,郎中的郎,"郎中,郎君,郎朗",/static/images/郎.png
饼,bǐng,2,1,饼干的饼,"饼干,月饼,油饼",/static/images/饼.png
赏,shǎng,2,1,赏赐的赏,"赏赐,赏钱,赏月",/static/images/赏.png
菊,jú,2,1,菊花的菊,"菊花,秋菊,菊花茶",/static/images/菊.png
甲,jiǎ,2,1,甲鱼的甲,"甲鱼,甲板,甲骨",/static/images/甲.png
骨,gǔ,2,1,骨头的骨,"骨头,骨肉,骨感",/static/images/骨.png
类,lèi,2,1,类似的类,"类似,类别,类比",/static/images/类.png
珍,zhēn,2,1,珍贵的珍,"珍贵,珍珠,珍宝",/static/images/珍.png
饰,shì,2,1,装饰的饰,"装饰,首饰,饰品",/static/images/饰.png
品,pǐn,2,1,品味的品,"品味,品德,品质",/static/images/品.png
随,suí,2,1,随意的随,"随意,随便,随便的",/static/images/随.png
易,yì,2,1,容易的易,"容易,简易,易如反掌",/static/images/易.png
损,sǔn,2,1,损坏的损,"损坏,损失,损伤",/static/images/损.png
币,bì,2,1,钱币的币,"钱币,货币,硬币",/static/images/币.png
财,cái,2,1,财产的财,"财产,财富,财宝",/static/images/财.png
赚,zhuàn,2,1,赚钱的赚,"赚钱,赚取,赚头",/static/images/赚.png
赔,péi,2,1,赔钱的赔,"赔钱,赔偿,赔款",/static/images/赔.png
购,gòu,2,1,购物的购,"购物,购买,购买力",/static/images/购.png
贫,pín,2,1,贫穷的贫,"贫穷,贫困,贫乏",/static/images/贫.png
菠,bō,2,1,菠萝的菠,"菠萝,菠菜",/static/images/菠.png
煎,jiān,2,1,煎蛋的煎,"煎蛋,煎饼,煎药",/static/images/煎.png
腐,fǔ,2,1,腐烂的腐,"腐烂,腐败,腐朽",/static/images/腐.png
茄,jiā,2,1,茄子的茄,茄子,/static/images/茄.png
烤,kǎo,2,1,烤鸡的烤,"烤鸡,烤鸭,烤鱼",/static/images/烤.png
煮,zhǔ,2,1,煮饭的煮,"煮饭,煮熟,煮蛋",/static/images/煮.png
爆,bào,2,1,爆炸的爆,"爆炸,爆满,爆裂",/static/images/爆.png
炖,dùn,2,1,炖菜的炖,"炖菜,炖汤,炖排骨",/static/images/炖.png
蘑,mó,2,1,蘑菇的蘑,蘑菇,/static/images/蘑.png
菇,gū,2,1,蘑菇的菇,"蘑菇,香菇,金针菇",/static/images/菇.png
蒸,zhēng,2,1,蒸汽的蒸,"蒸汽,蒸气,蒸馒头",/static/images/蒸.png
饺,jiǎo,2,1,饺子的饺,"饺子,饺皮,饺馅",/static/images/饺.png
酱,jiàng,2,1,酱油的酱,"酱油,豆瓣酱,甜面酱",/static/images/酱.png
粥,zhōu,2,1,米粥的粥,"米粥,粥样",/static/images/粥.png
蛋,dàn,2,1,鸡蛋的蛋,"鸡蛋,鸭蛋,鸟蛋",/static/images/蛋.png
津,jīn,2,1,天津的津,"天津,津津有味,津津乐道",/static/images/津.png
溜,liū,2,1,溜走的溜,"溜走,溜达,溜冰",/static/images/溜.png
辣,là,2,1,辣椒的辣,"辣椒,辣酱,辣条",/static/images/辣.png
乎,hū,2,1,在乎的乎,"在乎,在乎乎,在乎心",/static/images/乎.png
喷,pēn,2,1,喷泉的喷,"喷泉,喷发,喷洒",/static/images/喷.png
腻,nì,2,1,油腻的腻,"油腻,腻味,腻烦",/static/images/腻.png
绵,mián,2,1,绵延的绵,"绵延,绵绵,绵密",/static/images/绵.png
脆,cuì,2,1,脆生生的的脆,"脆生生的,脆皮,脆骨",/static/images/脆.png
邦,bāng,2,1,邦交的邦,"邦交,邦联,邦国",/static/images/邦.png
盒,hé,2,1,盒子的盒,"盒子,纸盒,盒子装",/static/images/盒.png
聊,liáo,2,1,聊天的聊,"聊天,聊聊,闲聊",/static/images/聊.png
坪,píng,2,1,坪坝的坪,"坪坝,草坪",/static/images/坪.png
郁,yù,2,1,郁金香的郁,"郁金香,郁闷,郁郁寡欢",/static/images/郁.png
囱,cōng,2,1,烟囱的囱,"烟囱,烟囱口,烟囱管",/static/images/囱.png
般,bān,2,1,一般的般,"一般,般配,般若",/static/images/般.png
精,jīng,2,1,精彩的精,"精彩,精神,精确",/static/images/精.png
叮,dīng,2,1,叮当的叮,"叮当,叮咛,叮咛",/static/images/叮.png
咛,níng,2,1,叮咛的咛,"叮咛,叮咛声",/static/images/咛.png
渡,dù,2,1,渡河的渡,"渡河,渡口,渡轮",/static/images/渡.png
荫,yīn,2,1,荫蔽的荫,"荫蔽,荫庇,荫凉",/static/images/荫.png
蔽,bì,2,1,遮蔽的蔽,"蔽,遮蔽,隐蔽",/static/images/蔽.png
撑,chēng,2,1,撑开的撑,"撑开,撑腰,撑伞",/static/images/撑.png
拼,pīn,2,1,拼图的拼,"拼图,拼写,拼搏",/static/images/拼.png
母,mǔ,2,1,母亲的母,"母亲,母爱",/static/images/母.png
冈,gāng,2,1,山冈的冈,"山冈,冈陵,冈峦",/static/images/冈.png
懂,dǒng,2,1,懂事的懂,"懂,懂事,懂行",/static/images/懂.png
案,àn,2,1,案件的案,"案件,教案,方案",/static/images/案.png
堡,bǎo,2,1,城堡的堡,"城堡,堡垒,炮堡",/static/images/堡.png
插,chā,2,1,插上的插,"插上,插座,插秧",/static/images/插.png
凶,xiōng,2,1,凶狠的凶,"凶狠,凶恶,凶猛",/static/images/凶.png
狠,hěn,2,1,狠心的狠,"狠心,凶狠,狠毒",/static/images/狠.png
补,bǔ,2,1,补充的补,"补充,补救,补充剂",/static/images/补.png
充,chōng,2,1,充实的充,"充实,充电,充分",/static/images/充.png
攻,gōng,2,1,攻击的攻,"攻击,攻关,攻略",/static/images/攻.png
商,shāng,2,1,商量的商,"商量,商人,商店",/static/images/商.png
驾,jià,2,1,驾驶的驾,"驾驶,驾车,驾校",/static/images/驾.png
轰,hōng,2,1,轰鸣的轰,"轰鸣,轰炸,轰然",/static/images/轰.png
驳,bó,2,1,驳船的驳,"驳船,反驳,驳斥",/static/images/驳.png
药,yào,2,1,药片的药,"药片,药品,中药",/static/images/药.png
赞,zàn,2,1,赞美的赞,"赞美,称赞,赞叹",/static/images/赞.png
合,hé,2,1,合作的合,"合作,合并,合适",/static/images/合.png
记,jì,2,1,记得的记,"记得,记住,日记",/static/images/记.png
屁,pì,2,1,放屁的屁,"屁屁,放屁,屁味",/static/images/屁.png
股,gǔ,2,1,股票的股,"股票,股份,股民",/static/images/股.png
昏,hūn,2,1,昏暗的昏,"昏暗,黄昏,昏迷",/static/images/昏.png
尿,niào,2,1,尿液的尿,"尿尿,尿液,尿布",/static/images/尿.png
茸,rōng,2,1,茸毛的茸,"茸茸,茸毛,茸茸的草",/static/images/茸.png
醒,xǐng,2,1,清醒的醒,"清醒,醒目,醒悟",/static/images/醒.png
晃,huǎng,2,1,晃动的晃,"晃动,摇晃,晃眼",/static/images/晃.png
免,miǎn,2,1,免费的免,"免费,免税,免费午餐",/static/images/免.png
费,fèi,2,1,费用的费,"费用,浪费,费心",/static/images/费.png
列,liè,2,1,列车的列,"列车,排列,列队",/static/images/列.png
屎,shǐ,2,1,屎壳郎的屎,"屎,屎壳郎,屎坑",/static/images/屎.png
撞,zhuàng,2,1,撞车的撞,"撞车,撞击,撞见",/static/images/撞.png
贪,tān,2,1,贪心的贪,"贪心,贪玩,贪吃",/static/images/贪.png
脾,pí,2,1,脾气的脾,"脾气,脾性,脾胃",/static/images/脾.png
婶,shěn,2,1,婶婶的婶,"婶婶,婶子",/static/images/婶.png
寓,yù,2,1,寓意的寓,"寓意,寓言,寓所",/static/images/寓.png
则,zé,2,1,规则的则,"规则,法则,法则",/static/images/则.png
亡,wáng,2,1,亡命的亡,"亡,亡命,亡友",/static/images/亡.png
牢,láo,2,1,牢靠的牢,"牢靠,牢固,牢狱",/static/images/牢.png
圈,quān,2,1,圆圈的圈,"圆圈,圈子,圈套",/static/images/圈.png
钻,zuān,2,1,钻研的钻,"钻,钻研,钻石",/static/images/钻.png
叼,diāo,2,1,叼走的叼,"叼走,叼着,叼着东西",/static/images/叼.png
坊,fāng,2,1,书坊的坊,"书坊,茶坊,作坊",/static/images/坊.png
悔,huǐ,2,1,后悔的悔,"后悔,悔过,悔恨",/static/images/悔.png
此,cǐ,2,1,此路不通的此,"此路不通,此地,此时",/static/images/此.png
焦,jiāo,2,1,焦急的焦,"焦急,焦点,焦炭",/static/images/焦.png
筋,jīn,2,1,筋斗的筋,"筋斗,筋骨,筋疲力尽",/static/images/筋.png
疲,pí,2,1,疲劳的疲,"疲劳,疲惫,疲软",/static/images/疲.png
喘,chuǎn,2,1,喘气的喘,"喘气,喘息,哮喘",/static/images/喘.png
截,jié,2,1,截断的截,"截断,截获,截肢",/static/images/截.png
室,shì,2,1,教室的室,"教室,室内,室外",/static/images/室.png
靠,kào,2,1,靠山的靠,"靠山,依靠,靠窗",/static/images/靠.png
而,ér,2,1,然而的而,"而,然而,而且",/static/images/而.png
班,bān,2,1,班级的班,"班级,班长,上班",/static/images/班.png
哈,hā,2,1,哈哈大笑的哈,"哈哈,哈哈大笑,哈欠",/static/images/哈.png
倒,dào,2,1,倒水的倒,"倒水,倒立,倒影",/static/images/倒.png
审,shěn,2,1,审美的审,"审美,审查,审视",/static/images/审.png
视,shì,2,1,电视的视,"电视,视线,视界",/static/images/视.png
页,yè,2,1,书页的页,"书页,页面,网页",/static/images/页.png
肃,sù,2,1,肃静的肃,"肃静,严肃,肃穆",/static/images/肃.png
晌,shǎng,2,1,晌午的晌,"晌午,晌时,晌午光景",/static/images/晌.png
抢,qiǎng,2,1,抢答的抢,"抢,抢答,抢夺",/static/images/抢.png
嘻,xī,2,1,嘻笑的嘻,嘻笑,/static/images/嘻.png
悦,yuè,2,1,愉悦的悦,"愉悦,欢悦,喜悦",/static/images/悦.png
诲,huì,2,1,教诲的诲,"教诲,诲人不倦,教诲有方",/static/images/诲.png
